"","sexo","region","edad","yoprcor","s31c1","zona","e6a","o15","yoprcoripc"
"3164",1,7,36,6e+05,7,1,15,5,828612.018752664
"3165",2,7,33,5e+05,7,1,15,5,690510.01562722
"3166",1,7,66,331682.693154403,7,1,10,5,458060.44326665
"3167",2,7,56,270000,7,1,9,5,372875.408438699
"3168",1,7,73,240000,7,1,6,5,331444.807501065
"3169",2,7,67,240000,5,1,6,5,331444.807501065
"3170",1,7,36,450000,7,1,9,5,621459.014064498
"3171",2,7,53,4e+05,7,1,11,4,552408.012501776
"3172",2,7,54,241000,7,1,7,7,332825.82753232
"3173",2,7,50,1e+05,7,1,1,7,138102.003125444
"3174",2,7,35,4e+05,7,1,11,5,552408.012501776
"3175",1,7,38,3e+05,7,1,13,3,414306.009376332
"3176",1,7,36,331682.693154403,1,1,14,5,458060.44326665
"3177",2,7,36,206273,7,1,9,5,284867.144906947
"3178",1,7,42,3e+05,7,1,9,2,414306.009376332
"3179",2,7,35,4e+05,7,1,9,2,552408.012501776
"3180",2,7,42,1500000,7,1,17,2,2071530.04688166
"3181",1,7,42,750000,7,1,15,5,1035765.02344083
"3182",1,7,45,241000,7,1,7,5,332825.82753232
"3183",2,7,51,140000,7,1,9,5,193342.804375622
"3184",1,7,67,280000,7,1,8,5,386685.608751243
"3185",1,7,34,3e+05,7,1,9,5,414306.009376332
"3186",2,7,32,280000,7,1,9,5,386685.608751243
"3187",1,7,42,1e+05,7,1,7,2,138102.003125444
"3188",2,7,47,115508,7,1,9,5,159518.861770138
"3189",2,7,20,202746,7,1,9,5,279996.287256713
"3190",2,7,52,80000,7,1,7,5,110481.602500355
"3191",1,7,40,3e+05,7,1,9,2,414306.009376332
"3192",2,7,42,278421,7,1,9,5,384504.978121892
"3193",1,7,18,288214,7,1,7,5,398029.307287967
"3194",2,7,65,331682.693154403,7,1,9,2,458060.44326665
"3195",1,7,47,380000,7,1,7,5,524787.611876687
"3196",1,7,43,4e+05,7,1,9,5,552408.012501776
"3197",1,7,48,320000,7,1,1,2,441926.410001421
"3198",1,7,50,1e+05,7,1,7,2,138102.003125444
"3199",2,7,57,1e+05,7,1,9,2,138102.003125444
"3200",1,7,48,260000,7,1,5,3,359065.208126154
"3201",2,7,48,280000,7,1,13,3,386685.608751243
"3202",2,7,34,30000,7,1,11,7,41430.6009376332
"3203",1,7,45,3e+05,7,1,9,5,414306.009376332
"3204",2,7,55,241000,7,1,9,5,332825.82753232
"3205",1,7,45,4e+05,7,1,9,2,552408.012501776
"3206",2,7,27,769213,7,1,15,4,1062298.56130132
"3207",2,7,47,350000,7,1,9,5,483357.010939054
"3208",1,7,22,255000,7,1,12,5,352160.107969882
"3209",2,7,23,331682.693154403,7,1,13,5,458060.44326665
"3210",2,7,57,241000,7,1,9,5,332825.82753232
"3211",1,7,22,241000,7,1,12,5,332825.82753232
"3212",1,7,54,3e+05,7,1,9,5,414306.009376332
"3213",2,7,50,165605,7,1,9,2,228703.822275891
"3214",1,7,23,3e+05,7,1,9,5,414306.009376332
"3215",1,7,49,3e+05,7,1,9,5,414306.009376332
"3216",2,7,49,241000,7,1,7,7,332825.82753232
"3217",2,7,41,3e+05,7,1,11,5,414306.009376332
"3218",1,7,38,3e+05,7,1,9,5,414306.009376332
"3219",1,7,54,5e+05,7,1,9,2,690510.01562722
"3220",1,7,47,6e+05,7,1,9,8,828612.018752664
"3221",1,7,73,70000,1,1,7,2,96671.4021878108
"3222",1,7,60,4e+05,7,1,9,5,552408.012501776
"3223",2,7,30,1e+06,7,1,15,5,1381020.03125444
"3224",2,7,21,4e+05,7,1,13,5,552408.012501776
"3225",1,7,30,1e+06,7,1,13,5,1381020.03125444
"3226",1,7,24,5e+05,7,1,14,5,690510.01562722
"3227",1,7,64,120000,7,1,6,2,165722.403750533
"3228",2,7,63,160000,7,1,7,5,220963.20500071
"3229",1,7,21,246000,7,1,12,5,339730.927688592
"3230",1,7,66,180000,7,1,8,5,248583.605625799
"3231",1,7,45,246000,7,1,11,5,339730.927688592
"3232",2,7,37,7e+05,7,1,14,5,966714.021878108
"3233",1,7,22,278000,7,1,11,5,383923.568688734
"3234",1,7,32,250000,7,1,15,2,345255.00781361
"3235",2,7,31,250000,7,1,15,2,345255.00781361
"3236",2,7,67,204000,7,1,9,5,281728.086375906
"3237",1,7,64,4e+05,7,1,9,2,552408.012501776
"3238",1,7,25,246000,7,1,9,4,339730.927688592
"3239",1,7,57,270000,7,1,11,5,372875.408438699
"3240",1,7,52,4e+05,7,1,9,5,552408.012501776
"3241",2,7,50,320000,7,1,7,5,441926.410001421
"3242",1,7,23,331682.693154403,7,1,14,5,458060.44326665
"3243",1,7,63,246000,7,1,7,5,339730.927688592
"3244",1,7,41,331682.693154403,7,1,9,2,458060.44326665
"3245",2,7,48,60000,7,1,9,7,82861.2018752664
"3246",1,7,54,246000,7,1,7,5,339730.927688592
"3247",1,7,43,6e+05,7,1,12,5,828612.018752664
"3248",2,7,41,240000,7,1,14,5,331444.807501065
"3249",2,7,40,240000,7,1,13,5,331444.807501065
"3250",2,7,31,130000,7,1,7,5,179532.604063077
"3251",1,7,42,240000,7,1,7,5,331444.807501065
"3252",1,7,26,450000,7,1,9,5,621459.014064498
"3253",1,7,45,3e+05,7,1,14,5,414306.009376332
"3254",1,7,35,350000,7,1,9,5,483357.010939054
"3255",1,7,45,246000,7,1,9,5,339730.927688592
"3256",2,7,54,290000,7,1,11,5,400495.809063787
"3257",1,7,59,350000,7,1,11,5,483357.010939054
"3258",1,7,33,180000,7,1,9,5,248583.605625799
"3259",1,7,37,6e+05,7,1,9,5,828612.018752664
"3260",1,7,30,140000,7,1,13,5,193342.804375622
"3261",2,7,30,550000,7,1,15,3,759561.017189942
"3262",1,7,47,246000,7,1,7,5,339730.927688592
"3263",2,7,47,246000,7,1,7,5,339730.927688592
"3264",1,7,25,246000,7,1,13,5,339730.927688592
"3265",1,7,44,331682.693154403,7,1,11,2,458060.44326665
"3266",1,7,35,240000,7,1,13,3,331444.807501065
"3267",2,7,34,240000,7,1,13,3,331444.807501065
"3268",1,7,35,260000,7,1,11,5,359065.208126154
"3269",1,7,40,360000,7,1,9,5,497167.211251598
"3270",2,7,33,380000,7,1,11,5,524787.611876687
"3271",1,7,50,373094,7,1,9,5,515250.287540844
"3272",2,7,48,240707,3,1,7,7,332421.188663162
"3273",2,7,26,280000,7,1,9,5,386685.608751243
"3274",2,7,53,241000,7,1,7,7,332825.82753232
"3275",1,7,28,1e+05,7,1,15,5,138102.003125444
"3276",1,7,38,3e+05,7,1,15,5,414306.009376332
"3277",2,7,32,241000,7,1,11,5,332825.82753232
"3278",2,7,40,241000,7,1,7,7,332825.82753232
"3279",1,7,42,110000,7,1,9,2,151912.203437988
"3280",2,7,36,50000,7,1,9,2,69051.001562722
"3281",1,7,38,350000,7,1,11,5,483357.010939054
"3282",2,7,39,241000,7,1,9,5,332825.82753232
"3283",1,7,44,363559,7,1,7,2,502082.261542833
"3284",2,7,48,80000,7,1,7,2,110481.602500355
"3285",1,7,28,5e+05,7,1,11,5,690510.01562722
"3286",1,7,37,350000,7,1,9,1,483357.010939054
"3287",1,7,41,350000,7,1,9,2,483357.010939054
"3288",2,7,59,250000,7,1,9,5,345255.00781361
"3289",1,7,36,3e+05,7,1,13,5,414306.009376332
"3290",2,7,32,1e+05,7,1,13,5,138102.003125444
"3291",1,7,45,241000,7,1,7,5,332825.82753232
"3292",2,7,41,241000,7,1,7,5,332825.82753232
"3293",2,7,24,241000,7,1,14,5,332825.82753232
"3294",1,7,29,1200000,7,1,9,5,1657224.03750533
"3295",2,7,28,550000,7,1,14,3,759561.017189942
"3296",2,7,34,9e+05,7,1,13,5,1242918.028129
"3297",1,7,43,350000,7,1,7,5,483357.010939054
"3298",2,7,43,170000,7,1,7,5,234773.405313255
"3299",1,7,18,240000,7,1,14,5,331444.807501065
"3300",1,7,40,240000,7,1,7,5,331444.807501065
"3301",2,7,36,241000,7,1,11,5,332825.82753232
"3302",2,7,52,251000,7,1,7,5,346636.027844864
"3303",2,7,52,180000,7,1,11,3,248583.605625799
"3304",2,7,60,260000,7,1,7,5,359065.208126154
"3305",1,7,53,4e+05,7,1,7,2,552408.012501776
"3306",2,7,55,1e+05,7,1,7,2,138102.003125444
"3307",2,7,30,320000,7,1,7,2,441926.410001421
"3308",1,7,23,211667,7,1,7,5,292316.366955533
"3309",1,7,27,240000,7,1,7,5,331444.807501065
"3310",1,7,39,250000,7,1,9,2,345255.00781361
"3311",1,7,48,750000,7,1,9,5,1035765.02344083
"3312",1,7,29,450000,7,1,13,5,621459.014064498
"3313",2,7,38,241000,7,1,13,5,332825.82753232
"3314",1,7,67,331682.693154403,7,1,9,5,458060.44326665
"3315",1,7,26,370000,7,1,9,5,510977.411564143
"3316",1,7,60,4e+05,7,1,9,2,552408.012501776
"3317",1,7,30,450000,7,1,7,2,621459.014064498
"3318",2,7,24,246000,7,1,9,3,339730.927688592
"3319",2,7,53,206000,7,1,7,3,284490.126438415
"3320",2,7,37,246000,7,1,9,5,339730.927688592
"3321",1,7,41,246000,7,1,13,3,339730.927688592
"3322",1,7,36,270000,7,1,9,5,372875.408438699
"3323",1,7,40,350000,7,1,7,5,483357.010939054
"3324",1,7,45,4e+05,7,1,7,5,552408.012501776
"3325",2,7,43,240000,7,1,7,7,331444.807501065
"3326",1,7,22,331682.693154403,7,1,11,5,458060.44326665
"3327",1,7,41,240000,7,1,9,5,331444.807501065
"3328",2,7,38,1e+05,7,1,9,5,138102.003125444
"3329",1,7,52,40000,7,1,7,2,55240.8012501776
"3330",1,7,31,370000,7,1,9,5,510977.411564143
"3331",1,7,41,3e+05,7,1,9,3,414306.009376332
"3332",1,7,48,150000,7,1,7,5,207153.004688166
"3333",1,7,71,240000,7,1,1,5,331444.807501065
"3334",1,7,29,241000,7,1,7,5,332825.82753232
"3335",1,7,41,240000,7,1,9,5,331444.807501065
"3336",2,7,40,240000,7,1,7,5,331444.807501065
"3337",2,7,35,360000,1,1,9,5,497167.211251598
"3338",1,7,45,363973,7,1,11,5,502654.003835772
"3339",2,7,43,185000,7,1,11,3,255488.705782071
"3340",1,7,44,250000,7,1,11,2,345255.00781361
"3341",1,7,22,350000,7,1,9,5,483357.010939054
"3342",2,7,22,240000,7,1,9,5,331444.807501065
"3343",1,7,43,3e+05,7,1,9,5,414306.009376332
"3344",2,7,37,8e+05,7,1,13,5,1104816.02500355
"3345",1,7,42,7e+05,7,1,13,5,966714.021878108
"3346",2,7,42,430000,7,1,14,5,593838.613439409
"3347",1,7,34,6e+05,7,1,15,5,828612.018752664
"3348",1,7,59,350000,1,1,7,1,483357.010939054
"3349",2,7,26,435391,7,1,15,3,601283.692427902
"3350",1,7,58,450000,7,1,9,2,621459.014064498
"3351",1,7,33,350000,7,1,15,2,483357.010939054
"3352",1,7,27,250000,7,1,9,5,345255.00781361
"3353",2,7,31,250000,7,1,13,2,345255.00781361
"3354",1,7,55,240000,7,1,7,5,331444.807501065
"3355",2,7,47,270000,1,1,9,5,372875.408438699
"3356",1,7,52,5e+05,7,1,13,5,690510.01562722
"3357",2,7,50,2e+05,7,1,9,5,276204.006250888
"3358",2,7,47,240000,7,1,9,7,331444.807501065
"3359",2,7,51,130000,7,1,7,7,179532.604063077
"3360",1,7,25,240000,7,1,11,5,331444.807501065
"3361",2,7,46,2e+05,7,1,9,3,276204.006250888
"3362",1,7,59,5e+05,7,1,15,2,690510.01562722
"3363",1,7,57,380000,7,1,9,4,524787.611876687
"3364",2,7,55,5e+05,7,1,9,2,690510.01562722
"3365",1,7,55,2e+05,7,1,9,5,276204.006250888
"3366",1,7,30,180000,7,1,15,3,248583.605625799
"3367",2,7,24,180000,7,1,15,3,248583.605625799
"3368",2,7,45,2e+05,7,1,9,5,276204.006250888
"3369",1,7,55,3e+05,7,1,9,2,414306.009376332
"3370",2,7,52,3e+05,7,1,9,2,414306.009376332
"3371",1,7,23,244000,7,1,15,3,336968.887626083
"3372",1,7,54,240000,7,1,15,5,331444.807501065
"3373",2,7,52,2e+05,7,1,9,1,276204.006250888
"3374",2,7,41,242000,7,1,11,5,334206.847563574
"3375",2,7,32,80000,7,1,7,7,110481.602500355
"3376",1,7,52,350000,7,1,7,2,483357.010939054
"3377",1,7,53,240000,5,1,9,5,331444.807501065
"3378",2,7,52,240000,7,1,9,5,331444.807501065
"3379",1,7,62,264000,7,1,7,5,364589.288251172
"3380",2,7,38,105000,7,1,9,5,145007.103281716
"3381",2,7,27,570000,7,1,13,5,787181.41781503
"3382",1,7,55,562000,7,1,11,5,776133.257564995
"3383",2,7,43,3e+05,7,1,11,3,414306.009376332
"3384",1,7,47,331682.693154403,1,1,7,2,458060.44326665
"3385",1,7,68,150000,7,1,6,2,207153.004688166
"3386",2,7,52,280000,7,1,7,5,386685.608751243
"3387",1,7,54,250000,7,1,9,5,345255.00781361
"3388",1,7,47,80000,7,1,9,2,110481.602500355
"3389",2,7,27,240000,7,1,9,5,331444.807501065
"3390",2,7,21,90000,7,1,9,5,124291.8028129
"3391",2,7,50,240000,7,1,7,5,331444.807501065
"3392",2,7,23,260000,7,1,11,5,359065.208126154
"3393",1,7,56,147000,7,1,9,5,203009.944594403
"3394",2,7,52,203000,7,1,7,4,280347.066344651
"3395",1,7,25,331682.693154403,7,1,9,5,458060.44326665
"3396",1,7,42,6e+05,7,1,9,4,828612.018752664
"3397",2,7,34,3e+05,7,1,9,2,414306.009376332
"3398",1,7,52,7e+05,7,1,9,5,966714.021878108
"3399",1,7,27,460000,7,1,15,5,635269.214377042
"3400",2,7,27,250000,7,1,14,2,345255.00781361
"3401",2,7,33,3e+05,7,1,15,5,414306.009376332
"3402",1,7,20,2e+05,7,1,9,5,276204.006250888
"3403",2,7,44,160000,7,1,7,7,220963.20500071
"3404",2,7,55,2e+05,7,1,9,7,276204.006250888
"3405",1,7,72,331682.693154403,7,1,7,9,458060.44326665
"3406",2,7,65,331682.693154403,1,1,7,9,458060.44326665
"3407",1,7,27,240000,7,1,9,5,331444.807501065
"3408",2,7,38,50000,7,1,12,3,69051.001562722
"3409",1,7,53,3e+05,7,1,7,5,414306.009376332
"3410",1,7,24,240000,7,1,9,5,331444.807501065
"3411",1,7,72,4e+05,7,1,8,2,552408.012501776
"3412",1,7,30,1e+06,7,1,15,5,1381020.03125444
"3413",1,7,38,550000,7,1,15,4,759561.017189942
"3414",2,7,33,230000,7,1,16,5,317634.607188521
"3415",1,7,60,530000,1,1,15,4,731940.616564853
"3416",1,7,41,9e+05,7,1,9,2,1242918.028129
"3417",1,7,32,350000,7,1,14,5,483357.010939054
"3418",1,7,49,1850000,7,1,17,5,2554887.05782071
"3419",1,7,54,9e+05,7,1,15,5,1242918.028129
"3420",1,7,62,2e+05,7,1,7,2,276204.006250888
"3421",2,7,37,240000,7,1,9,5,331444.807501065
"3422",1,7,32,3e+05,7,1,15,5,414306.009376332
"3423",1,7,67,2e+05,1,1,7,2,276204.006250888
"3424",2,7,71,4e+05,7,1,6,2,552408.012501776
"3425",2,7,62,4e+05,7,1,6,2,552408.012501776
"3426",1,7,40,1e+05,7,1,14,2,138102.003125444
"3427",2,7,27,331682.693154403,7,1,14,4,458060.44326665
"3428",1,7,65,580000,7,1,9,5,800991.618127575
"3429",2,7,65,60000,1,1,9,2,82861.2018752664
"3430",2,7,39,270000,7,1,15,3,372875.408438699
"3431",1,7,39,580000,7,1,15,5,800991.618127575
"3432",2,7,42,642000,7,1,16,4,886614.86006535
"3433",1,7,68,260000,7,1,9,5,359065.208126154
"3434",2,7,68,190000,1,1,6,5,262393.805938343
"3435",1,7,56,240000,7,1,7,5,331444.807501065
"3436",1,7,35,350000,7,1,14,5,483357.010939054
"3437",1,7,64,340000,7,1,10,5,469546.810626509
"3438",2,7,25,231000,7,1,12,5,319015.627219776
"3439",1,7,61,240000,7,1,7,5,331444.807501065
"3440",1,7,23,240000,7,1,14,5,331444.807501065
"3441",1,7,54,550000,7,1,9,1,759561.017189942
"3442",2,7,57,240000,7,1,11,5,331444.807501065
"3443",1,7,41,750000,7,1,16,5,1035765.02344083
"3444",2,7,39,4e+05,7,1,13,5,552408.012501776
"3445",1,7,61,680000,7,1,9,5,939093.621253019
"3446",1,7,42,250000,7,1,9,2,345255.00781361
"3447",2,7,44,250000,7,1,11,2,345255.00781361
"3448",1,7,41,5e+05,7,1,12,5,690510.01562722
"3449",2,7,33,3e+05,7,1,9,5,414306.009376332
"3450",1,7,54,110000,7,1,7,2,151912.203437988
"3451",1,7,38,375000,7,1,7,5,517882.511720415
"3452",1,7,33,270000,7,1,9,5,372875.408438699
"3453",2,7,37,270000,7,1,9,5,372875.408438699
"3454",1,7,43,5e+05,5,1,9,5,690510.01562722
"3455",2,7,37,241000,7,1,9,5,332825.82753232
"3456",1,7,48,331682.693154403,7,1,7,5,458060.44326665
"3457",2,7,42,3e+05,7,1,7,5,414306.009376332
"3458",1,7,23,331682.693154403,7,1,9,5,458060.44326665
"3459",1,7,26,244000,7,1,9,5,336968.887626083
"3460",1,7,44,272115,7,1,9,2,375796.265804802
"3461",1,7,71,241000,7,1,6,5,332825.82753232
"3462",1,7,66,331682.693154403,7,1,6,1,458060.44326665
"3463",2,7,37,241000,7,1,11,5,332825.82753232
"3464",1,7,62,3e+05,7,1,6,5,414306.009376332
"3465",1,7,43,8e+05,7,1,7,2,1104816.02500355
"3466",1,7,22,241000,7,1,11,5,332825.82753232
"3467",2,7,53,4e+05,7,1,9,1,552408.012501776
"3468",2,7,27,2e+05,6,1,15,5,276204.006250888
"3469",1,7,61,240000,7,1,7,5,331444.807501065
"3470",2,7,28,7e+05,7,1,15,5,966714.021878108
"3471",1,7,54,1200000,7,1,9,1,1657224.03750533
"3472",2,7,50,7e+05,7,1,13,3,966714.021878108
"3473",2,7,30,7e+05,7,1,15,1,966714.021878108
"3474",2,7,41,331682.693154403,1,1,9,5,458060.44326665
"3475",1,7,32,1e+06,7,1,15,2,1381020.03125444
"3476",2,7,27,3e+05,7,1,13,3,414306.009376332
"3477",1,7,59,240000,7,1,7,5,331444.807501065
"3478",2,7,23,240000,7,1,11,5,331444.807501065
"3479",1,7,33,241000,7,1,9,5,332825.82753232
"3480",1,7,55,241000,7,1,7,5,332825.82753232
"3481",1,7,57,3e+05,7,1,11,5,414306.009376332
"3482",1,7,50,4e+05,7,1,7,2,552408.012501776
"3483",2,7,55,3e+05,7,1,9,5,414306.009376332
"3484",1,7,24,1e+06,7,1,15,3,1381020.03125444
"3485",1,7,56,331682.693154403,7,1,7,5,458060.44326665
"3486",1,7,54,331682.693154403,7,1,11,5,458060.44326665
"3487",2,7,54,331682.693154403,7,1,9,2,458060.44326665
"3488",2,7,28,460000,7,1,15,5,635269.214377042
"3489",2,7,50,245000,7,1,7,5,338349.907657338
"3490",1,7,50,250000,7,1,9,5,345255.00781361
"3491",1,7,25,240000,7,1,9,2,331444.807501065
"3492",2,7,23,2e+05,7,1,9,5,276204.006250888
"3493",1,7,51,212824,7,1,7,2,293914.207131695
"3494",2,7,48,187000,7,1,7,7,258250.74584458
"3495",1,7,65,241000,7,1,1,5,332825.82753232
"3496",1,7,62,5e+05,7,1,9,2,690510.01562722
"3497",1,7,49,3e+05,7,1,7,5,414306.009376332
"3498",1,7,41,4e+05,7,1,9,2,552408.012501776
"3499",1,7,46,331682.693154403,7,1,7,5,458060.44326665
"3500",1,7,31,4e+05,7,1,7,2,552408.012501776
"3501",2,7,32,240000,7,1,9,5,331444.807501065
"3502",1,7,40,3e+05,7,1,7,2,414306.009376332
"3503",1,7,43,280000,7,1,9,5,386685.608751243
"3504",1,7,45,3e+05,7,1,9,5,414306.009376332
"3505",2,7,24,250000,7,1,13,3,345255.00781361
"3506",1,7,47,3e+05,7,1,9,5,414306.009376332
"3507",1,7,23,3e+05,7,1,12,5,414306.009376332
"3508",2,7,37,240000,7,1,7,5,331444.807501065
"3509",2,7,55,240000,7,1,7,4,331444.807501065
"3510",1,7,21,267316,7,1,11,5,369168.750674812
"3511",2,7,44,241000,7,1,7,5,332825.82753232
"3512",1,7,42,238120,7,1,9,2,328848.489842307
"3513",2,7,40,241000,7,1,13,5,332825.82753232
"3514",2,7,37,241000,7,1,9,5,332825.82753232
"3515",1,7,20,241000,7,1,11,5,332825.82753232
"3516",1,7,51,180000,7,1,7,5,248583.605625799
"3517",1,7,37,241000,7,1,7,5,332825.82753232
"3518",1,7,63,241000,7,1,7,5,332825.82753232
"3519",2,7,57,241000,7,1,7,5,332825.82753232
"3520",1,7,52,241000,7,1,11,5,332825.82753232
"3521",1,7,55,105000,7,1,9,5,145007.103281716
"3522",2,7,53,105000,7,1,7,5,145007.103281716
"3523",2,7,29,331682.693154403,7,1,9,5,458060.44326665
"3524",1,7,66,280000,7,1,9,5,386685.608751243
"3525",1,7,44,310000,7,1,9,5,428116.209688876
"3526",1,7,38,350000,7,1,7,5,483357.010939054
"3527",1,7,40,241000,7,1,9,5,332825.82753232
"3528",1,7,28,241000,7,1,9,5,332825.82753232
"3529",2,7,24,241000,7,1,7,5,332825.82753232
"3530",1,7,32,130000,7,1,7,5,179532.604063077
"3531",1,7,44,1500000,7,1,15,2,2071530.04688166
"3532",1,7,41,1500000,2,1,15,2,2071530.04688166
"3533",2,7,37,4e+05,7,1,13,5,552408.012501776
"3534",2,7,28,244000,7,1,13,5,336968.887626083
"3535",1,7,27,282447,7,1,11,2,390064.964767723
"3536",1,7,50,350000,7,1,9,2,483357.010939054
"3537",1,7,25,580000,7,1,15,5,800991.618127575
"3538",1,7,59,2e+05,7,1,11,2,276204.006250888
"3539",1,7,51,3e+05,7,1,7,5,414306.009376332
"3540",1,7,53,4e+05,7,1,11,2,552408.012501776
"3541",1,7,56,590000,7,1,15,3,814801.818440119
"3542",2,7,56,6e+05,7,1,15,3,828612.018752664
"3543",2,7,25,7e+05,7,1,15,3,966714.021878108
"3544",2,7,49,350000,7,1,15,3,483357.010939054
"3545",1,7,26,166538,7,1,14,5,229992.313965052
"3546",1,7,51,1200000,1,1,11,5,1657224.03750533
"3547",2,7,32,1700000,7,1,15,5,2347734.05313255
"3548",1,7,41,3e+05,7,1,7,1,414306.009376332
"3549",1,7,54,4e+05,7,1,9,5,552408.012501776
"3550",1,7,18,241000,7,1,9,5,332825.82753232
"3551",2,7,26,320000,7,1,12,5,441926.410001421
"3552",1,7,26,514856,7,1,11,5,711026.449211536
"3553",1,7,43,6e+05,7,1,9,5,828612.018752664
"3554",2,7,47,240000,7,1,15,4,331444.807501065
"3555",1,7,44,2e+05,7,1,13,2,276204.006250888
"3556",2,7,39,4e+05,7,1,17,4,552408.012501776
"3557",2,7,48,165605,7,1,9,2,228703.822275891
"3558",1,7,50,6e+05,7,1,9,3,828612.018752664
"3559",1,7,42,9e+05,7,1,15,2,1242918.028129
"3560",2,7,34,340000,7,1,13,5,469546.810626509
"3561",1,7,36,1800000,7,1,9,5,2485836.05625799
"3562",2,7,50,194000,7,1,11,5,267917.886063361
"3563",1,7,43,1500000,7,1,15,3,2071530.04688166
"3564",2,7,42,1e+06,7,1,15,3,1381020.03125444
"3565",1,7,50,450000,7,1,9,5,621459.014064498
"3566",1,7,48,2300000,7,1,14,5,3176346.07188521
"3567",2,7,60,4e+05,7,1,11,4,552408.012501776
"3568",1,7,36,473000,7,1,17,3,653222.47478335
"3569",2,7,35,370000,7,1,15,4,510977.411564143
"3570",1,7,44,7e+05,7,1,15,5,966714.021878108
"3571",2,7,39,3e+05,7,1,14,5,414306.009376332
"3572",1,7,47,6e+05,7,1,13,5,828612.018752664
"3573",2,7,47,550000,7,1,15,5,759561.017189942
"3574",1,7,43,3e+05,7,1,9,5,414306.009376332
"3575",2,7,38,555000,7,1,17,5,766466.117346214
"3576",2,7,43,620000,7,1,9,3,856232.419377752
"3577",1,7,44,6e+05,7,1,15,5,828612.018752664
"3578",2,7,41,680000,7,1,13,5,939093.621253019
"3579",1,7,40,1e+06,7,1,9,2,1381020.03125444
"3580",2,7,38,1e+06,7,1,13,2,1381020.03125444
"3581",2,7,43,450000,7,1,14,5,621459.014064498
"3582",2,7,30,4e+05,7,1,12,5,552408.012501776
"3583",1,7,33,550000,7,1,14,5,759561.017189942
"3584",2,7,30,150000,7,1,11,2,207153.004688166
"3585",1,7,35,2e+05,7,1,9,2,276204.006250888
"3586",1,7,27,930000,7,1,14,5,1284348.62906663
"3587",2,7,28,350000,7,1,9,5,483357.010939054
"3588",2,7,53,150000,5,1,9,2,207153.004688166
"3589",1,7,55,2e+05,7,1,7,2,276204.006250888
"3590",1,7,30,331682.693154403,7,1,9,5,458060.44326665
"3591",2,7,32,110000,7,1,11,5,151912.203437988
"3592",1,7,31,241000,7,1,11,5,332825.82753232
"3593",2,7,27,240000,7,1,9,5,331444.807501065
"3594",2,7,27,450999,7,1,16,3,622838.653075721
"3595",2,7,23,240000,7,1,11,5,331444.807501065
"3596",1,7,49,310000,7,1,9,5,428116.209688876
"3597",1,7,37,5e+05,7,1,14,5,690510.01562722
"3598",1,7,32,241000,7,1,11,5,332825.82753232
"3599",2,7,30,150000,7,1,11,5,207153.004688166
"3600",1,7,33,320000,7,1,14,5,441926.410001421
"3601",1,7,19,246000,7,1,9,5,339730.927688592
"3602",1,7,45,1e+06,7,1,13,5,1381020.03125444
"3603",1,7,31,8e+05,7,1,13,5,1104816.02500355
"3604",2,7,27,220000,6,1,14,5,303824.406875977
"3605",1,7,35,220000,7,1,14,5,303824.406875977
"3606",1,7,24,388037,7,1,12,3,535886.869867879
"3607",2,7,30,241000,7,1,9,5,332825.82753232
"3608",1,7,38,3e+05,7,1,11,5,414306.009376332
"3609",2,7,42,190000,7,1,7,7,262393.805938343
"3610",2,7,42,181542,7,1,7,7,250713.138513993
"3611",1,7,26,241000,7,1,7,5,332825.82753232
"3612",1,7,63,240000,7,1,7,3,331444.807501065
"3613",1,7,63,6e+05,7,1,6,2,828612.018752664
"3614",1,7,38,8e+05,7,1,9,1,1104816.02500355
"3615",2,7,41,203000,7,1,9,3,280347.066344651
"3616",2,7,37,331682.693154403,7,1,7,5,458060.44326665
"3617",2,7,36,240000,7,1,7,5,331444.807501065
"3618",1,7,34,240000,7,1,7,5,331444.807501065
"3619",1,7,62,370000,1,1,9,5,510977.411564143
"3620",2,7,38,241000,7,1,9,5,332825.82753232
"3621",2,7,23,250000,7,1,9,5,345255.00781361
"3622",2,7,47,240000,7,1,9,5,331444.807501065
"3623",1,7,29,350000,7,1,11,2,483357.010939054
"3624",1,7,34,250000,7,1,9,2,345255.00781361
"3625",1,7,39,331682.693154403,7,1,11,5,458060.44326665
"3626",2,7,39,150000,7,1,9,5,207153.004688166
"3627",1,7,65,331682.693154403,7,1,9,5,458060.44326665
"3628",2,7,60,1e+05,7,1,6,5,138102.003125444
"3629",1,7,36,290729,7,1,9,5,401502.572666572
"3630",2,7,49,241000,7,1,7,5,332825.82753232
"3631",2,7,22,330000,7,1,14,3,455736.610313965
"3632",1,7,30,150000,7,1,13,2,207153.004688166
"3633",1,7,26,241000,7,1,9,5,332825.82753232
"3634",2,7,25,150000,7,1,13,5,207153.004688166
"3635",1,7,22,280000,7,1,11,5,386685.608751243
"3636",1,7,28,350000,7,1,11,5,483357.010939054
"3637",1,7,23,380000,7,1,11,5,524787.611876687
"3638",1,7,53,380000,7,1,9,5,524787.611876687
"3639",1,7,22,320000,7,1,9,5,441926.410001421
"3640",2,7,19,240000,7,1,11,5,331444.807501065
"3641",1,7,36,3e+05,7,1,9,5,414306.009376332
"3642",1,7,42,350000,7,1,9,5,483357.010939054
"3643",2,7,36,246000,7,1,9,5,339730.927688592
"3644",1,7,70,8e+05,7,1,13,1,1104816.02500355
"3645",2,7,42,320000,7,1,13,5,441926.410001421
"3646",1,7,30,50000,7,1,13,2,69051.001562722
