"","sexo","region","edad","yoprcor","s31c1","zona","e6a","o15","yoprcoripc"
"1662",2,7,34,331682.693154403,7,1,7,9,458060.44326665
"1663",1,7,34,350000,7,1,7,5,483357.010939054
"1664",2,7,25,187000,7,1,99,7,258250.74584458
"1665",2,7,31,113000,7,1,1,5,156055.263531752
"1666",1,7,65,2e+05,7,1,7,5,276204.006250888
"1667",1,7,57,250000,7,1,7,5,345255.00781361
"1668",1,7,45,3e+05,7,1,7,5,414306.009376332
"1669",2,7,34,120000,7,1,9,5,165722.403750533
"1670",1,7,41,3e+05,7,1,7,5,414306.009376332
"1671",1,7,41,250000,7,1,9,5,345255.00781361
"1672",1,7,62,230000,7,1,7,5,317634.607188521
"1673",2,7,24,3e+05,7,1,13,3,414306.009376332
"1674",2,7,31,230000,7,1,11,5,317634.607188521
"1675",2,7,78,70000,7,1,7,2,96671.4021878108
"1676",2,7,33,7e+05,7,1,15,3,966714.021878108
"1677",2,7,25,220000,7,2,9,5,303824.406875977
"1678",1,7,30,350000,7,2,9,5,483357.010939054
"1679",1,7,41,196000,7,2,7,5,270679.92612587
"1680",1,7,62,241000,7,2,1,5,332825.82753232
"1681",2,7,48,80000,7,2,1,5,110481.602500355
"1682",1,7,19,250000,7,2,7,5,345255.00781361
"1683",1,7,37,240000,7,2,7,5,331444.807501065
"1684",1,7,24,240000,7,2,11,5,331444.807501065
"1685",1,7,58,80333,7,2,7,5,110941.482170763
"1686",2,7,60,15000,7,2,7,2,20715.3004688166
"1687",2,7,20,60000,7,2,14,5,82861.2018752664
"1688",1,7,67,331682.693154403,7,2,6,2,458060.44326665
"1689",2,7,32,240000,7,2,7,5,331444.807501065
"1690",2,7,58,75000,7,2,7,5,103576.502344083
"1691",1,7,61,331682.693154403,7,2,7,2,458060.44326665
"1692",1,7,63,229000,7,2,7,5,316253.587157267
"1693",1,7,30,240000,7,2,7,5,331444.807501065
"1694",2,7,32,218628,7,2,9,5,301929.647393096
"1695",1,7,46,240000,7,2,7,5,331444.807501065
"1696",1,7,50,3e+05,7,2,7,5,414306.009376332
"1697",2,7,48,331682.693154403,7,2,9,5,458060.44326665
"1698",1,7,23,2e+05,7,2,11,5,276204.006250888
"1699",1,7,50,220000,7,2,9,5,303824.406875977
"1700",1,7,59,150000,7,2,7,5,207153.004688166
"1701",1,7,46,150000,7,1,7,2,207153.004688166
"1702",1,7,23,1e+05,7,1,14,5,138102.003125444
"1703",2,7,44,1e+05,7,1,7,7,138102.003125444
"1704",1,7,61,3e+05,7,1,7,5,414306.009376332
"1705",1,7,22,3e+05,7,1,7,5,414306.009376332
"1706",1,7,26,241000,7,1,9,5,332825.82753232
"1707",2,7,36,1e+05,7,1,7,5,138102.003125444
"1708",2,7,59,110000,7,1,7,5,151912.203437988
"1709",1,7,56,280000,7,1,7,5,386685.608751243
"1710",2,7,24,241000,7,1,9,5,332825.82753232
"1711",1,7,28,87000,7,1,9,5,120148.742719136
"1712",1,7,52,310000,7,1,7,5,428116.209688876
"1713",2,7,25,331682.693154403,7,1,11,7,458060.44326665
"1714",1,7,41,241000,7,1,7,5,332825.82753232
"1715",1,7,44,331682.693154403,7,1,7,5,458060.44326665
"1716",1,7,46,1e+05,7,1,7,2,138102.003125444
"1717",2,7,45,260000,3,1,7,5,359065.208126154
"1718",1,7,43,2e+05,7,1,11,2,276204.006250888
"1719",1,7,23,2e+05,7,1,12,2,276204.006250888
"1720",1,7,31,331682.693154403,7,1,9,5,458060.44326665
"1721",1,7,70,30000,6,1,6,2,41430.6009376332
"1722",2,7,22,1e+05,7,1,14,5,138102.003125444
"1723",1,7,44,150000,7,1,11,2,207153.004688166
"1724",2,7,54,150000,7,1,7,2,207153.004688166
"1725",2,7,23,240000,7,1,14,3,331444.807501065
"1726",2,7,42,340000,7,1,9,5,469546.810626509
"1727",2,7,19,180000,7,1,14,5,248583.605625799
"1728",2,7,47,120000,7,1,12,5,165722.403750533
"1729",2,7,65,2e+05,7,1,1,2,276204.006250888
"1730",1,7,57,241000,7,1,7,5,332825.82753232
"1731",2,7,57,180000,7,1,1,5,248583.605625799
"1732",1,7,26,5e+05,7,1,11,8,690510.01562722
"1733",1,7,56,9e+05,7,1,11,5,1242918.028129
"1734",1,7,63,241000,7,1,7,5,332825.82753232
"1735",1,7,34,4e+05,7,1,9,5,552408.012501776
"1736",2,7,38,1e+05,7,1,7,2,138102.003125444
"1737",1,7,33,187000,7,1,9,5,258250.74584458
"1738",2,7,30,550000,7,1,15,3,759561.017189942
"1739",1,7,27,241000,7,1,7,5,332825.82753232
"1740",1,7,43,241000,7,1,9,5,332825.82753232
"1741",2,7,50,90000,7,1,7,2,124291.8028129
"1742",1,7,67,241000,7,1,6,5,332825.82753232
"1743",1,7,42,220000,7,1,7,2,303824.406875977
"1744",2,7,35,331682.693154403,7,1,11,9,458060.44326665
"1745",1,7,33,250000,7,1,11,5,345255.00781361
"1746",1,7,33,5e+05,7,1,9,1,690510.01562722
"1747",2,7,31,4e+05,7,1,14,5,552408.012501776
"1748",2,7,53,160000,7,1,9,5,220963.20500071
"1749",1,7,25,250000,7,1,11,5,345255.00781361
"1750",1,7,29,450000,7,1,11,3,621459.014064498
"1751",2,7,24,390000,7,1,13,4,538597.812189231
"1752",1,7,40,450000,7,1,13,3,621459.014064498
"1753",2,7,63,4e+05,7,1,9,3,552408.012501776
"1754",1,7,34,1e+06,7,1,9,4,1381020.03125444
"1755",1,7,21,250000,7,1,9,5,345255.00781361
"1756",1,7,33,350000,7,2,14,2,483357.010939054
"1757",1,7,30,2e+05,7,2,7,5,276204.006250888
"1758",2,7,37,160000,7,2,7,5,220963.20500071
"1759",2,7,18,70000,7,2,11,5,96671.4021878108
"1760",1,7,59,241000,7,2,9,5,332825.82753232
"1761",2,7,36,3e+05,7,2,14,5,414306.009376332
"1762",1,7,43,450000,7,2,7,5,621459.014064498
"1763",2,7,19,241000,7,2,11,5,332825.82753232
"1764",2,7,32,3e+05,7,2,11,5,414306.009376332
"1765",1,7,36,2e+05,7,2,11,2,276204.006250888
"1766",2,7,35,1e+05,7,2,7,5,138102.003125444
"1767",1,7,17,150000,7,2,7,5,207153.004688166
"1768",2,7,39,241000,7,2,9,5,332825.82753232
"1769",1,7,42,241000,7,2,7,5,332825.82753232
"1770",1,7,23,241000,7,2,9,5,332825.82753232
"1771",2,7,43,288339,7,2,9,5,398201.934791874
"1772",2,7,38,257240,7,2,9,3,355253.592839892
"1773",1,7,33,360000,7,2,7,5,497167.211251598
"1774",1,7,28,350000,7,2,7,5,483357.010939054
"1775",1,7,37,230000,7,2,7,5,317634.607188521
"1776",1,7,55,350000,7,2,9,5,483357.010939054
"1777",1,7,34,310000,7,2,9,5,428116.209688876
"1778",1,7,57,350000,7,2,7,5,483357.010939054
"1779",1,7,49,1e+05,1,2,7,2,138102.003125444
"1780",2,7,49,180000,7,2,7,7,248583.605625799
"1781",1,7,30,241000,7,2,11,5,332825.82753232
"1782",1,7,38,241000,7,2,7,5,332825.82753232
"1783",2,7,34,241000,7,2,7,5,332825.82753232
"1784",1,7,55,2e+05,7,2,9,1,276204.006250888
"1785",2,7,52,180000,7,2,7,1,248583.605625799
"1786",1,7,26,3e+05,7,2,9,5,414306.009376332
"1787",1,7,20,3e+05,7,2,9,5,414306.009376332
"1788",2,7,49,3e+05,7,2,11,1,414306.009376332
"1789",1,7,25,5e+05,7,2,9,3,690510.01562722
"1790",1,7,38,331682.693154403,7,2,9,5,458060.44326665
"1791",2,7,38,331682.693154403,7,2,9,5,458060.44326665
"1792",1,7,58,350000,7,2,9,2,483357.010939054
"1793",2,7,52,280000,7,2,1,5,386685.608751243
"1794",1,7,23,5e+05,7,2,14,5,690510.01562722
"1795",1,7,40,3e+05,7,2,7,2,414306.009376332
"1796",2,7,32,241000,7,2,9,2,332825.82753232
"1797",2,7,70,2e+05,7,2,6,2,276204.006250888
"1798",1,7,38,150000,7,2,9,2,207153.004688166
"1799",2,7,28,3e+05,7,2,9,5,414306.009376332
"1800",1,7,27,380000,7,2,9,5,524787.611876687
"1801",1,7,38,3e+05,6,2,7,2,414306.009376332
"1802",1,7,38,3e+05,7,2,9,5,414306.009376332
"1803",2,7,32,150000,7,2,9,7,207153.004688166
"1804",1,7,51,3e+05,7,2,7,5,414306.009376332
"1805",2,7,37,241000,7,2,9,5,332825.82753232
"1806",1,7,42,4e+05,7,2,11,5,552408.012501776
"1807",1,7,40,240000,7,2,7,5,331444.807501065
"1808",2,7,38,1e+05,7,2,7,5,138102.003125444
"1809",2,7,43,2e+05,7,2,7,7,276204.006250888
"1810",1,7,22,241000,7,2,11,5,332825.82753232
"1811",1,7,49,280000,7,2,7,2,386685.608751243
"1812",1,7,42,9e+05,7,2,15,3,1242918.028129
"1813",1,7,43,890000,7,2,9,5,1229107.82781645
"1814",2,7,46,9e+05,7,2,15,5,1242918.028129
"1815",1,7,65,1100000,7,2,15,3,1519122.03437988
"1816",1,7,58,180000,7,2,7,5,248583.605625799
"1817",2,7,41,1e+05,7,2,7,7,138102.003125444
"1818",2,7,52,80000,7,1,7,2,110481.602500355
"1819",1,7,46,80000,7,1,9,1,110481.602500355
"1820",2,7,18,105000,7,1,9,3,145007.103281716
"1821",2,7,50,230000,7,1,9,2,317634.607188521
"1822",1,7,57,70000,7,1,9,2,96671.4021878108
"1823",1,7,44,412000,7,1,9,3,568980.252876829
"1824",2,7,49,150000,7,1,9,2,207153.004688166
"1825",2,7,21,250000,7,1,14,5,345255.00781361
"1826",1,7,18,250000,7,1,11,5,345255.00781361
"1827",2,7,31,1e+05,7,1,9,2,138102.003125444
"1828",1,7,18,80000,7,1,9,5,110481.602500355
"1829",1,7,32,9e+05,7,1,9,3,1242918.028129
"1830",2,7,29,6e+05,7,1,15,3,828612.018752664
"1831",1,7,50,250000,1,1,9,5,345255.00781361
"1832",1,7,35,850000,7,1,15,5,1173867.02656627
"1833",2,7,27,267000,7,1,9,3,368732.348344935
"1834",1,7,62,4e+05,1,1,7,5,552408.012501776
"1835",2,7,36,331682.693154403,7,1,7,5,458060.44326665
"1836",1,7,62,380000,7,1,8,3,524787.611876687
"1837",1,7,60,250000,7,1,7,5,345255.00781361
"1838",1,7,42,350000,7,1,9,5,483357.010939054
"1839",2,7,35,331682.693154403,7,1,9,5,458060.44326665
"1840",1,7,42,4e+05,7,1,15,3,552408.012501776
"1841",2,7,52,480000,7,1,15,3,662889.615002131
"1842",2,7,37,180000,7,1,9,5,248583.605625799
"1843",1,7,21,476000,7,1,11,5,657365.534877113
"1844",2,7,23,20000,7,1,9,2,27620.4006250888
"1845",1,7,42,3e+05,7,1,9,5,414306.009376332
"1846",2,7,37,60000,7,1,7,7,82861.2018752664
"1847",1,7,37,273000,7,1,9,5,377018.468532462
"1848",2,7,37,245000,7,1,11,5,338349.907657338
"1849",2,7,41,250000,7,1,9,2,345255.00781361
"1850",1,7,45,1e+05,7,1,14,2,138102.003125444
"1851",1,7,31,4e+05,7,1,9,5,552408.012501776
"1852",1,7,29,241000,7,1,9,5,332825.82753232
"1853",2,7,43,350000,7,1,9,5,483357.010939054
"1854",1,7,60,3e+05,7,1,11,2,414306.009376332
"1855",2,7,53,245000,7,1,11,3,338349.907657338
"1856",1,7,39,280000,7,1,7,5,386685.608751243
"1857",2,7,37,331682.693154403,7,1,7,5,458060.44326665
"1858",2,7,61,240000,7,1,11,4,331444.807501065
"1859",1,7,45,180000,7,1,9,5,248583.605625799
"1860",1,7,25,180000,7,1,11,5,248583.605625799
"1861",1,7,67,331682.693154403,7,1,6,9,458060.44326665
"1862",2,7,58,3e+05,7,1,7,2,414306.009376332
"1863",1,7,60,3e+05,7,1,9,2,414306.009376332
"1864",2,7,27,7e+05,7,1,15,3,966714.021878108
"1865",2,7,24,750000,7,1,15,3,1035765.02344083
"1866",2,7,40,40000,7,1,9,5,55240.8012501776
"1867",2,7,23,241000,7,1,14,5,332825.82753232
"1868",1,7,54,245000,7,1,7,2,338349.907657338
"1869",2,7,48,5e+05,7,1,9,4,690510.01562722
"1870",1,7,71,2e+05,7,1,7,5,276204.006250888
"1871",1,7,62,850000,7,1,11,5,1173867.02656627
"1872",2,7,52,320000,7,1,9,2,441926.410001421
"1873",2,7,32,871923,7,1,15,3,1204143.12871146
"1874",1,7,48,120000,1,1,7,2,165722.403750533
"1875",2,7,20,241000,7,1,11,3,332825.82753232
"1876",2,7,27,241000,7,1,11,5,332825.82753232
"1877",1,7,60,3e+05,7,2,6,5,414306.009376332
"1878",1,7,52,331682.693154403,7,2,7,5,458060.44326665
"1879",1,7,48,3e+05,7,2,7,1,414306.009376332
"1880",2,7,46,5e+05,7,2,9,3,690510.01562722
"1881",1,7,72,241000,7,2,6,5,332825.82753232
"1882",2,7,60,3e+05,7,2,8,2,414306.009376332
"1883",1,7,63,3e+05,7,2,7,2,414306.009376332
"1884",1,7,37,3e+05,7,2,9,2,414306.009376332
"1885",1,7,38,1e+05,7,2,11,2,138102.003125444
"1886",1,7,67,240000,7,2,1,5,331444.807501065
"1887",2,7,37,180000,2,2,7,5,248583.605625799
"1888",1,7,57,331682.693154403,7,2,7,5,458060.44326665
"1889",1,7,71,241000,7,2,1,5,332825.82753232
"1890",1,7,43,247112,7,2,7,5,341266.621963347
"1891",1,7,35,240000,7,2,7,5,331444.807501065
"1892",1,7,31,241000,7,2,7,5,332825.82753232
"1893",1,7,48,270000,7,2,7,5,372875.408438699
"1894",2,7,73,120000,7,2,10,2,165722.403750533
"1895",2,7,57,3e+05,7,2,13,5,414306.009376332
"1896",2,7,49,241000,7,2,9,5,332825.82753232
"1897",1,7,29,4e+05,7,2,11,8,552408.012501776
"1898",1,7,49,2e+05,7,2,7,2,276204.006250888
"1899",1,7,68,331682.693154403,7,2,6,2,458060.44326665
"1900",1,7,53,241000,7,2,7,5,332825.82753232
"1901",1,7,28,241000,7,2,9,5,332825.82753232
"1902",2,7,33,120000,7,2,9,7,165722.403750533
"1903",1,7,33,241000,7,2,7,5,332825.82753232
"1904",1,7,31,285000,7,2,11,5,393590.708907515
"1905",1,7,57,241000,7,2,7,5,332825.82753232
"1906",2,7,26,2e+05,7,2,9,5,276204.006250888
"1907",1,7,52,5e+05,7,2,9,5,690510.01562722
"1908",2,7,38,270000,7,2,9,5,372875.408438699
"1909",2,7,58,1e+05,7,2,7,7,138102.003125444
"1910",2,7,30,340000,7,2,14,5,469546.810626509
"1911",1,7,38,4e+05,7,2,15,3,552408.012501776
"1912",1,7,57,250000,7,2,7,5,345255.00781361
"1913",2,7,56,3e+05,7,2,7,7,414306.009376332
"1914",1,7,31,480000,7,2,9,5,662889.615002131
"1915",1,7,67,60000,7,2,6,2,82861.2018752664
"1916",1,7,33,380000,7,2,7,5,524787.611876687
"1917",1,7,61,2e+05,7,2,6,5,276204.006250888
"1918",1,7,40,9e+05,7,2,13,8,1242918.028129
"1919",2,7,33,4e+05,7,2,9,5,552408.012501776
"1920",2,7,54,314051,7,1,11,4,433710.721835488
"1921",1,7,49,3e+05,7,1,7,5,414306.009376332
"1922",2,7,24,241000,7,1,9,4,332825.82753232
"1923",1,7,45,3e+05,7,1,7,5,414306.009376332
"1924",2,7,45,240000,7,1,11,5,331444.807501065
"1925",2,7,65,240000,7,1,6,4,331444.807501065
"1926",1,7,38,305000,7,1,7,5,421211.109532604
"1927",1,7,53,1e+06,7,1,15,3,1381020.03125444
"1928",2,7,44,8e+05,7,1,17,5,1104816.02500355
"1929",1,7,66,1e+05,7,1,1,2,138102.003125444
"1930",2,7,56,250000,7,1,7,5,345255.00781361
"1931",1,7,36,350000,7,1,9,5,483357.010939054
"1932",1,7,51,3e+05,1,1,7,2,414306.009376332
"1933",1,7,27,550000,7,1,15,5,759561.017189942
"1934",1,7,54,280000,7,1,7,5,386685.608751243
"1935",2,7,54,380000,7,1,7,2,524787.611876687
"1936",2,7,26,250000,7,1,15,5,345255.00781361
"1937",1,7,38,240000,7,1,7,5,331444.807501065
"1938",1,7,48,240000,7,1,7,5,331444.807501065
"1939",2,7,42,240000,7,1,9,5,331444.807501065
"1940",1,7,34,180000,7,1,14,2,248583.605625799
"1941",2,7,34,4e+05,7,1,11,5,552408.012501776
"1942",1,7,59,4e+05,7,1,9,1,552408.012501776
"1943",2,7,50,4e+05,7,1,7,1,552408.012501776
"1944",2,7,40,240000,7,1,7,5,331444.807501065
"1945",1,7,43,240000,7,1,7,5,331444.807501065
"1946",1,7,46,2e+05,7,1,9,2,276204.006250888
"1947",2,7,35,331682.693154403,7,1,9,2,458060.44326665
"1948",1,7,42,450000,7,1,7,5,621459.014064498
"1949",2,7,43,240000,7,1,7,5,331444.807501065
"1950",1,7,22,3e+05,7,1,9,5,414306.009376332
"1951",2,7,62,2e+05,7,1,9,2,276204.006250888
"1952",1,7,56,331682.693154403,7,1,1,4,458060.44326665
"1953",1,7,51,240000,7,1,7,5,331444.807501065
"1954",1,7,26,330000,7,1,11,5,455736.610313965
"1955",1,7,24,240000,7,1,7,5,331444.807501065
"1956",1,7,58,3e+05,7,1,7,5,414306.009376332
"1957",2,7,25,240000,7,1,11,4,331444.807501065
"1958",1,7,47,3e+05,7,1,7,5,414306.009376332
"1959",2,7,45,50000,7,1,7,7,69051.001562722
"1960",1,7,22,240000,7,1,11,5,331444.807501065
"1961",1,7,59,170000,7,1,7,2,234773.405313255
"1962",2,7,26,290000,7,1,15,5,400495.809063787
"1963",1,7,34,2e+05,7,1,11,2,276204.006250888
"1964",2,7,28,2e+05,7,1,11,5,276204.006250888
"1965",1,7,57,150000,7,1,7,2,207153.004688166
"1966",2,7,57,110000,7,1,7,5,151912.203437988
"1967",1,7,36,350000,7,1,11,3,483357.010939054
"1968",2,7,37,350000,7,1,11,3,483357.010939054
"1969",2,7,60,240000,7,1,7,4,331444.807501065
"1970",1,7,57,3e+05,7,1,9,4,414306.009376332
"1971",2,7,46,108000,7,1,9,4,149150.163375479
"1972",1,7,22,3e+05,7,1,12,4,414306.009376332
"1973",1,7,48,241000,7,1,7,5,332825.82753232
"1974",1,7,39,273222,7,1,7,2,377325.0549794
"1975",2,7,51,180000,7,1,11,2,248583.605625799
"1976",1,7,44,3e+05,7,1,7,5,414306.009376332
"1977",2,7,35,80000,7,1,9,2,110481.602500355
"1978",2,7,19,331682.693154403,7,1,9,5,458060.44326665
"1979",2,7,33,241000,7,1,11,5,332825.82753232
"1980",1,7,38,240000,7,1,11,5,331444.807501065
"1981",2,7,32,240000,7,1,9,5,331444.807501065
"1982",1,7,53,241000,7,1,1,5,332825.82753232
"1983",1,7,35,241000,7,1,7,5,332825.82753232
"1984",1,7,51,250000,7,1,7,5,345255.00781361
"1985",2,7,23,3e+05,7,1,13,5,414306.009376332
"1986",1,7,65,241000,7,1,1,5,332825.82753232
"1987",1,7,71,241000,7,1,7,5,332825.82753232
"1988",2,7,56,241000,1,1,9,5,332825.82753232
"1989",2,7,47,241000,7,1,7,5,332825.82753232
"1990",1,7,33,241000,7,1,9,5,332825.82753232
"1991",1,7,45,435000,7,1,7,5,600743.713595681
"1992",1,7,21,330000,7,1,11,5,455736.610313965
"1993",1,7,43,9e+05,7,1,15,4,1242918.028129
"1994",1,7,41,240000,7,1,7,5,331444.807501065
"1995",2,7,32,350000,7,1,13,3,483357.010939054
"1996",2,7,34,3e+05,7,1,11,5,414306.009376332
"1997",1,7,48,340000,7,1,7,5,469546.810626509
"1998",2,7,43,180000,7,1,7,5,248583.605625799
"1999",2,7,53,253000,7,2,7,3,349398.067907373
"2000",1,7,69,5e+05,7,2,8,1,690510.01562722
"2001",2,7,55,331682.693154403,1,2,9,9,458060.44326665
"2002",2,7,36,241000,7,2,12,5,332825.82753232
"2003",1,7,49,241000,7,2,7,5,332825.82753232
"2004",2,7,33,241000,7,2,9,5,332825.82753232
"2005",1,7,47,230000,7,2,9,5,317634.607188521
"2006",2,7,38,240000,7,2,7,5,331444.807501065
"2007",1,7,45,241000,7,2,7,5,332825.82753232
"2008",2,7,43,245000,7,2,7,5,338349.907657338
"2009",2,7,47,241000,7,2,9,5,332825.82753232
"2010",1,7,45,241000,7,2,7,5,332825.82753232
"2011",1,7,41,3e+05,7,2,7,5,414306.009376332
"2012",1,7,20,3e+05,7,2,11,5,414306.009376332
"2013",2,7,51,241000,7,2,7,1,332825.82753232
"2014",1,7,64,241000,7,2,7,5,332825.82753232
"2015",1,7,20,150000,7,2,7,5,207153.004688166
"2016",1,7,59,240000,7,2,7,5,331444.807501065
"2017",2,7,48,250000,7,2,7,5,345255.00781361
"2018",1,7,71,237000,7,2,7,5,327301.747407302
"2019",2,7,30,240000,7,2,7,5,331444.807501065
"2020",2,7,27,390000,7,2,11,5,538597.812189231
"2021",1,7,46,241000,7,2,9,5,332825.82753232
"2022",2,7,47,90000,7,2,7,4,124291.8028129
"2023",1,7,29,270000,7,2,7,5,372875.408438699
"2024",1,7,35,331682.693154403,7,2,7,5,458060.44326665
"2025",1,7,39,280000,7,2,1,5,386685.608751243
"2026",1,7,65,331682.693154403,7,2,1,2,458060.44326665
"2027",1,7,47,80000,7,2,7,5,110481.602500355
"2028",1,7,47,450000,7,2,11,5,621459.014064498
"2029",2,7,45,250000,7,2,11,5,345255.00781361
"2030",1,7,29,3e+05,7,2,11,5,414306.009376332
"2031",2,7,31,180000,7,2,11,5,248583.605625799
"2032",1,7,44,270000,7,2,7,5,372875.408438699
"2033",2,7,37,225000,7,2,9,5,310729.507032249
"2034",1,7,44,220000,7,2,9,5,303824.406875977
"2035",2,7,47,210000,7,2,7,5,290014.206563432
"2036",1,7,67,380000,7,2,1,5,524787.611876687
"2037",1,7,42,250000,7,2,7,5,345255.00781361
"2038",2,7,41,250000,7,2,7,5,345255.00781361
"2039",1,7,19,1e+05,7,2,11,5,138102.003125444
"2040",1,7,36,250000,7,2,9,5,345255.00781361
"2041",2,7,35,250000,7,2,11,5,345255.00781361
"2042",1,7,31,331682.693154403,7,2,17,2,458060.44326665
"2043",1,7,26,331682.693154403,7,2,15,9,458060.44326665
"2044",2,7,51,70000,7,2,7,5,96671.4021878108
"2045",1,7,50,240000,7,2,7,5,331444.807501065
"2046",2,7,42,240000,7,2,7,5,331444.807501065
"2047",1,7,29,9e+05,7,1,15,5,1242918.028129
"2048",1,7,55,250000,7,1,7,2,345255.00781361
"2049",1,7,19,150667,7,1,9,2,208074.145049013
"2050",1,7,30,275350,7,1,9,2,380263.86560591
"2051",2,7,32,241000,7,1,9,5,332825.82753232
"2052",1,7,48,1e+05,7,1,7,5,138102.003125444
"2053",2,7,63,250000,7,1,7,5,345255.00781361
"2054",1,7,40,210000,7,1,9,5,290014.206563432
"2055",1,7,61,350000,7,1,7,5,483357.010939054
"2056",1,7,51,550000,7,1,7,5,759561.017189942
"2057",2,7,20,30000,7,1,14,5,41430.6009376332
"2058",2,7,41,320000,7,1,9,5,441926.410001421
"2059",1,7,70,260000,7,1,6,5,359065.208126154
"2060",1,7,36,190000,7,1,11,5,262393.805938343
"2061",2,7,25,1e+05,7,1,11,2,138102.003125444
"2062",1,7,55,320000,7,1,7,3,441926.410001421
"2063",2,7,53,331682.693154403,7,1,7,2,458060.44326665
"2064",1,7,55,241000,7,1,7,5,332825.82753232
"2065",2,7,53,130481,7,1,7,5,180196.874698111
"2066",1,7,57,5e+05,7,1,14,2,690510.01562722
"2067",1,7,49,180000,7,1,7,5,248583.605625799
"2068",1,7,33,331682.693154403,7,1,9,2,458060.44326665
"2069",1,7,52,3e+05,7,1,7,5,414306.009376332
"2070",1,7,20,2e+05,7,1,11,5,276204.006250888
"2071",1,7,39,340000,7,1,7,5,469546.810626509
"2072",1,7,31,240000,7,1,11,3,331444.807501065
"2073",2,7,32,380000,7,1,9,5,524787.611876687
"2074",1,7,60,250000,7,1,6,5,345255.00781361
"2075",1,7,35,250000,7,1,7,5,345255.00781361
"2076",1,7,46,2e+05,7,1,9,5,276204.006250888
"2077",2,7,44,120000,7,1,7,5,165722.403750533
"2078",1,7,60,250000,7,1,1,5,345255.00781361
"2079",2,7,40,2e+05,7,1,7,5,276204.006250888
"2080",2,7,22,215000,4,1,11,5,296919.306719704
"2081",1,7,52,241000,7,1,7,5,332825.82753232
"2082",2,7,50,241000,7,1,7,5,332825.82753232
"2083",1,7,47,3e+05,7,1,11,5,414306.009376332
"2084",1,7,19,224100,7,1,11,5,309486.58900412
"2085",1,7,64,250000,7,1,10,2,345255.00781361
"2086",1,7,50,3e+05,7,1,7,5,414306.009376332
"2087",2,7,23,56000,7,1,9,5,77337.1217502486
"2088",2,7,40,50000,7,1,7,2,69051.001562722
"2089",1,7,71,245000,7,1,1,5,338349.907657338
"2090",1,7,52,249000,7,1,9,5,343873.987782355
"2091",2,7,43,80000,7,1,9,2,110481.602500355
"2092",1,7,42,3e+05,7,1,7,2,414306.009376332
"2093",2,7,43,250000,7,1,12,5,345255.00781361
"2094",2,7,38,6000,7,1,7,2,8286.12018752664
"2095",1,7,45,3e+05,7,1,7,5,414306.009376332
"2096",2,7,40,250000,7,1,11,5,345255.00781361
"2097",1,7,25,650000,7,1,14,5,897663.020315386
"2098",2,7,42,241000,7,1,7,5,332825.82753232
"2099",1,7,64,190000,7,1,6,5,262393.805938343
"2100",1,7,26,2e+05,7,1,7,5,276204.006250888
"2101",2,7,19,30000,7,1,7,5,41430.6009376332
"2102",2,7,42,2e+05,7,1,7,5,276204.006250888
"2103",2,7,25,241000,7,1,13,5,332825.82753232
"2104",1,7,56,3e+05,7,2,7,5,414306.009376332
"2105",1,7,57,535000,7,2,7,5,738845.716721125
"2106",2,7,34,228040,7,2,11,5,314927.807927262
"2107",2,7,38,5e+05,7,2,15,4,690510.01562722
"2108",1,7,38,5e+05,7,2,9,5,690510.01562722
"2109",2,7,53,3e+05,7,2,7,5,414306.009376332
"2110",1,7,27,250000,7,2,11,5,345255.00781361
"2111",1,7,42,280000,7,2,11,5,386685.608751243
"2112",1,7,58,180000,7,2,7,2,248583.605625799
"2113",2,7,57,241000,7,2,7,5,332825.82753232
"2114",2,7,24,4e+05,7,2,14,5,552408.012501776
"2115",1,7,24,250000,7,2,9,5,345255.00781361
"2116",1,7,65,234167,7,2,1,2,323389.317658758
"2117",2,7,64,167059,7,2,8,2,230711.825401335
"2118",2,7,30,6e+05,7,2,11,5,828612.018752664
"2119",2,7,36,631739,7,2,15,5,872444.213524648
"2120",1,7,53,241000,7,2,7,5,332825.82753232
"2121",1,7,66,240000,7,2,7,2,331444.807501065
"2122",2,7,60,80000,7,2,9,2,110481.602500355
"2123",1,7,59,3e+05,7,2,11,2,414306.009376332
"2124",2,7,49,160000,7,2,9,5,220963.20500071
"2125",1,7,51,250000,7,2,7,5,345255.00781361
"2126",1,7,52,241000,7,2,7,5,332825.82753232
"2127",1,7,34,5e+05,7,2,9,5,690510.01562722
"2128",2,7,31,3e+05,7,2,11,5,414306.009376332
"2129",1,7,23,150000,7,2,11,5,207153.004688166
"2130",2,7,24,505000,7,2,9,5,697415.115783492
"2131",1,7,49,420000,7,2,7,5,580028.413126865
"2132",1,7,38,3e+05,7,2,9,5,414306.009376332
"2133",2,7,41,3e+05,7,2,11,5,414306.009376332
"2134",2,7,71,3e+05,7,2,7,5,414306.009376332
"2135",2,7,52,241000,7,2,7,5,332825.82753232
"2136",1,7,60,340000,7,2,7,5,469546.810626509
"2137",1,7,64,241000,7,2,6,5,332825.82753232
"2138",1,7,57,240000,7,2,7,5,331444.807501065
"2139",1,7,22,240000,7,2,11,5,331444.807501065
"2140",2,7,24,2e+05,7,2,11,5,276204.006250888
"2141",1,7,33,240000,7,2,7,5,331444.807501065
"2142",1,7,57,240000,1,2,7,5,331444.807501065
"2143",1,7,48,241000,7,2,9,5,332825.82753232
"2144",2,7,41,241000,7,2,9,5,332825.82753232
"2145",2,7,27,240000,7,2,9,5,331444.807501065
