"","sexo","region","edad","yoprcor","s31a1","zona","e6a","o15","yoprcoripc"
"3190",2,7,37,3e+05,7,1,9,5,394467.739753821
"3191",1,7,38,3e+05,7,1,9,2,394467.739753821
"3192",2,7,26,560000,7,1,15,5,736339.780873799
"3193",2,7,37,180000,7,1,11,7,236680.643852293
"3194",1,7,58,4e+05,7,1,9,5,525956.986338428
"3195",1,7,28,280000,7,1,15,5,368169.8904369
"3196",2,7,25,380000,7,1,15,3,499659.137021507
"3197",1,7,53,5e+05,7,1,9,5,657446.232923035
"3198",1,7,44,4e+05,7,1,9,2,525956.986338428
"3199",1,7,59,240000,7,1,7,5,315574.191803057
"3200",2,7,20,295000,7,1,11,5,387893.277424591
"3201",1,7,52,270000,7,1,7,5,355020.965778439
"3202",1,7,26,276000,7,1,7,5,362910.320573515
"3203",1,7,21,282743,7,1,9,5,371776.640470715
"3204",2,7,20,293219,7,1,11,5,385551.453942919
"3205",2,7,51,8e+05,7,1,13,2,1051913.97267686
"3206",1,7,21,120000,7,1,14,5,157787.095901528
"3207",1,7,30,312000,7,1,11,5,410246.449343974
"3208",1,7,71,270000,7,1,8,5,355020.965778439
"3209",1,7,31,270000,2,1,11,5,355020.965778439
"3210",1,7,30,6e+05,7,1,15,3,788935.479507642
"3211",2,7,30,610000,7,1,15,3,802084.404166103
"3212",1,7,68,150000,7,1,4,2,197233.869876911
"3213",2,7,40,160000,2,1,9,5,210382.794535371
"3214",1,7,33,270000,7,1,12,5,355020.965778439
"3215",2,7,33,189000,7,1,15,5,248514.676044907
"3216",2,7,45,4e+05,7,1,15,2,525956.986338428
"3217",2,7,64,270000,7,1,6,5,355020.965778439
"3218",1,7,38,270000,7,1,7,5,355020.965778439
"3219",1,7,64,3e+05,7,1,6,2,394467.739753821
"3220",1,7,29,275000,7,1,9,5,361595.428107669
"3221",1,7,20,159362,7,1,11,5,209543.893142161
"3222",1,7,56,7e+05,7,1,11,5,920424.726092249
"3223",1,7,36,6e+05,7,1,9,2,788935.479507642
"3224",2,7,32,750000,7,1,15,3,986169.349384553
"3225",2,7,51,90000,7,1,9,5,118340.321926146
"3226",1,7,35,160000,7,1,15,5,210382.794535371
"3227",1,7,48,8e+05,7,1,13,2,1051913.97267686
"3228",1,7,52,352174,7,1,9,5,463070.939266874
"3229",1,7,49,5e+05,7,1,12,5,657446.232923035
"3230",2,7,49,4e+05,7,1,12,5,525956.986338428
"3231",2,7,43,650000,7,1,13,5,854680.102799946
"3232",2,7,27,320000,7,1,12,5,420765.589070742
"3233",1,7,37,350000,7,1,12,5,460212.363046125
"3234",2,7,37,4e+05,7,1,9,2,525956.986338428
"3235",2,7,42,150000,7,1,9,5,197233.869876911
"3236",1,7,50,350000,7,1,9,3,460212.363046125
"3237",2,7,41,230000,7,1,9,5,302425.267144596
"3238",2,7,40,2e+05,7,1,9,5,262978.493169214
"3239",1,7,43,4e+05,7,1,14,2,525956.986338428
"3240",2,7,37,275000,7,1,9,5,361595.428107669
"3241",1,7,78,220000,5,1,8,5,289276.342486135
"3242",1,7,52,869512,7,1,12,5,1143314.77776275
"3243",1,7,48,298851,7,1,14,2,392956.928310564
"3244",1,7,42,6e+05,7,1,11,5,788935.479507642
"3245",2,7,28,650000,7,1,14,4,854680.102799946
"3246",1,7,21,3e+05,7,1,9,5,394467.739753821
"3247",1,7,50,420000,7,1,9,5,552254.83565535
"3248",2,7,47,270000,3,1,9,5,355020.965778439
"3249",2,7,61,3e+05,7,1,12,5,394467.739753821
"3250",2,7,26,180000,7,1,15,5,236680.643852293
"3251",1,7,56,250000,7,1,11,5,328723.116461518
"3252",2,7,56,250000,7,1,9,5,328723.116461518
"3253",1,7,30,270000,7,1,9,5,355020.965778439
"3254",1,7,63,3e+05,7,1,9,3,394467.739753821
"3255",2,7,60,3e+05,2,1,9,3,394467.739753821
"3256",2,7,43,650000,7,1,11,3,854680.102799946
"3257",1,7,62,4e+05,1,1,9,3,525956.986338428
"3258",2,7,42,5e+05,7,1,13,3,657446.232923035
"3259",2,7,44,265000,7,1,7,5,348446.503449209
"3260",2,7,25,350000,7,1,11,5,460212.363046125
"3261",1,7,38,5e+05,2,1,11,5,657446.232923035
"3262",2,7,30,2e+05,7,1,11,2,262978.493169214
"3263",2,7,42,250000,2,1,9,5,328723.116461518
"3264",1,7,38,5e+05,7,1,13,3,657446.232923035
"3265",2,7,28,360000,7,1,13,3,473361.287704585
"3266",2,7,52,381237.006102589,7,1,13,5,501285.667026007
"3267",1,7,70,1500000,7,1,15,3,1972338.69876911
"3268",1,7,32,270000,7,1,7,5,355020.965778439
"3269",2,7,33,270000,7,1,7,5,355020.965778439
"3270",2,7,43,6e+05,7,1,9,2,788935.479507642
"3271",2,7,23,270000,7,1,14,5,355020.965778439
"3272",1,7,47,3e+05,7,1,11,2,394467.739753821
"3273",2,7,43,381237.006102589,7,1,9,5,501285.667026007
"3274",2,7,63,381237.006102589,7,1,6,5,501285.667026007
"3275",2,7,33,450000,7,1,13,5,591701.609630732
"3276",1,7,23,270000,7,1,7,5,355020.965778439
"3277",2,7,52,190000,7,1,11,2,249829.568510753
"3278",1,7,24,190000,7,1,14,5,249829.568510753
"3279",1,7,21,320000,7,1,11,5,420765.589070742
"3280",1,7,64,155000,7,1,8,2,203808.332206141
"3281",2,7,56,381237.006102589,7,1,7,7,501285.667026007
"3282",2,7,44,3e+05,7,1,9,5,394467.739753821
"3283",1,7,41,7e+05,7,1,11,2,920424.726092249
"3284",1,7,43,4e+05,7,1,7,5,525956.986338428
"3285",2,7,45,270000,7,1,9,5,355020.965778439
"3286",2,7,28,450000,7,1,14,5,591701.609630732
"3287",1,7,38,3e+05,7,1,9,5,394467.739753821
"3288",1,7,39,350000,7,1,9,3,460212.363046125
"3289",2,7,41,350000,7,1,7,5,460212.363046125
"3290",1,7,24,350000,7,1,11,5,460212.363046125
"3291",1,7,55,275000,7,1,7,5,361595.428107669
"3292",1,7,26,275000,7,1,9,5,361595.428107669
"3293",1,7,18,2e+05,7,1,7,5,262978.493169214
"3294",2,7,46,270000,7,1,9,5,355020.965778439
"3295",2,7,43,275000,6,1,7,2,361595.428107669
"3296",1,7,49,275000,6,1,1,5,361595.428107669
"3297",1,7,22,350000,7,1,7,5,460212.363046125
"3298",2,7,29,3e+05,7,1,9,5,394467.739753821
"3299",2,7,31,271000,7,1,9,5,356335.858244285
"3300",2,7,43,270000,7,1,7,5,355020.965778439
"3301",1,7,25,3e+05,7,1,11,5,394467.739753821
"3302",1,7,52,270000,7,1,7,5,355020.965778439
"3303",2,7,61,230000,7,1,6,7,302425.267144596
"3304",1,7,34,3e+05,7,1,9,5,394467.739753821
"3305",1,7,54,270000,7,1,11,5,355020.965778439
"3306",1,7,23,270000,7,1,11,5,355020.965778439
"3307",1,7,23,5e+05,7,1,14,5,657446.232923035
"3308",1,7,45,270000,7,1,7,5,355020.965778439
"3309",2,7,42,270000,7,1,7,5,355020.965778439
"3310",2,7,21,150000,7,1,11,5,197233.869876911
"3311",1,7,29,270000,7,1,9,5,355020.965778439
"3312",2,7,62,270000,7,1,9,5,355020.965778439
"3313",1,7,50,270000,7,1,9,5,355020.965778439
"3314",1,7,38,3e+05,2,1,7,5,394467.739753821
"3315",2,7,39,270000,1,1,7,5,355020.965778439
"3316",2,7,23,381237.006102589,7,1,12,4,501285.667026007
"3317",2,7,20,270000,7,1,9,5,355020.965778439
"3318",2,7,33,274000,7,1,11,5,360280.535641823
"3319",1,7,39,274000,7,1,9,5,360280.535641823
"3320",1,7,34,280000,7,1,7,5,368169.8904369
"3321",2,7,21,80000,3,1,7,5,105191.397267686
"3322",2,7,50,280000,7,1,9,5,368169.8904369
"3323",1,7,44,370000,9,1,7,2,486510.212363046
"3324",1,7,51,280000,7,1,7,5,368169.8904369
"3325",1,7,20,280000,7,1,9,5,368169.8904369
"3326",2,7,22,280000,7,1,9,3,368169.8904369
"3327",1,7,38,3e+05,6,1,7,5,394467.739753821
"3328",1,7,31,280000,7,1,7,5,368169.8904369
"3329",1,7,66,270000,7,1,7,5,355020.965778439
"3330",2,7,52,150000,5,1,7,7,197233.869876911
"3331",2,7,48,270000,7,1,9,5,355020.965778439
"3332",1,7,28,480000,7,1,14,5,631148.383606114
"3333",1,7,65,206000,7,1,7,5,270867.84796429
"3334",1,7,50,270000,7,1,9,5,355020.965778439
"3335",2,7,41,381237.006102589,7,1,11,2,501285.667026007
"3336",1,7,59,270000,7,1,7,5,355020.965778439
"3337",2,7,41,3e+05,7,1,11,5,394467.739753821
"3338",1,7,51,220000,7,1,9,5,289276.342486135
"3339",2,7,28,270000,7,1,9,5,355020.965778439
"3340",1,7,28,240000,7,1,9,5,315574.191803057
"3341",2,7,20,150000,7,1,9,5,197233.869876911
"3342",1,7,48,456973,7,1,9,5,600870.354795076
"3343",2,7,26,525436,7,1,16,5,690891.837684296
"3344",2,7,24,350000,7,1,15,4,460212.363046125
"3345",2,7,54,195441,7,1,7,7,256983.898417422
"3346",2,7,45,270000,7,1,7,7,355020.965778439
"3347",1,7,62,380000,7,1,9,5,499659.137021507
"3348",1,7,63,250000,7,1,9,5,328723.116461518
"3349",1,7,37,450000,7,1,15,5,591701.609630732
"3350",2,7,36,270000,7,1,11,5,355020.965778439
"3351",1,7,53,7e+05,7,1,9,2,920424.726092249
"3352",2,7,28,5e+05,7,1,15,5,657446.232923035
"3353",1,7,54,1e+06,7,1,9,5,1314892.46584607
"3354",2,7,34,280000,7,1,15,5,368169.8904369
"3355",1,7,38,8e+05,7,1,9,5,1051913.97267686
"3356",2,7,37,350000,7,1,9,5,460212.363046125
"3357",1,7,39,8e+05,7,1,15,5,1051913.97267686
"3358",1,7,31,3e+05,7,1,15,2,394467.739753821
"3359",1,7,37,324000,7,1,7,5,426025.158934127
"3360",1,7,40,4e+05,7,1,11,2,525956.986338428
"3361",2,7,38,350000,7,1,11,5,460212.363046125
"3362",2,7,60,270000,7,1,7,5,355020.965778439
"3363",1,7,44,1e+06,7,1,13,5,1314892.46584607
"3364",1,7,40,690000,7,1,14,5,907275.801433788
"3365",1,7,45,480000,7,1,13,5,631148.383606114
"3366",2,7,43,45000,7,1,14,7,59170.1609630732
"3367",2,7,36,270000,7,1,11,5,355020.965778439
"3368",1,7,53,760000,7,1,15,3,999318.274043013
"3369",1,7,56,450000,7,1,9,5,591701.609630732
"3370",2,7,52,740000,7,1,14,5,973020.424726092
"3371",1,7,26,450000,7,1,15,5,591701.609630732
"3372",2,7,37,122000,7,1,9,5,160416.880833221
"3373",1,7,33,170000,7,1,9,5,223531.719193832
"3374",1,7,61,3e+05,7,1,9,5,394467.739753821
"3375",1,7,24,3e+05,7,1,9,5,394467.739753821
"3376",1,7,48,420000,7,1,9,5,552254.83565535
"3377",2,7,51,1e+06,4,1,15,3,1314892.46584607
"3378",1,7,52,5e+05,2,1,13,2,657446.232923035
"3379",2,7,50,280000,7,1,9,5,368169.8904369
"3380",1,7,26,150000,7,1,14,5,197233.869876911
"3381",1,7,48,650000,7,1,11,5,854680.102799946
"3382",2,7,22,5e+05,7,1,14,5,657446.232923035
"3383",1,7,56,750000,7,1,9,2,986169.349384553
"3384",2,7,55,270000,7,1,9,5,355020.965778439
"3385",1,7,60,2e+05,1,1,11,2,262978.493169214
"3386",1,7,64,280000,7,1,7,5,368169.8904369
"3387",2,7,39,270000,7,1,9,5,355020.965778439
"3388",1,7,34,270000,7,1,9,5,355020.965778439
"3389",1,7,56,380000,7,1,7,5,499659.137021507
"3390",2,7,45,270000,7,1,7,4,355020.965778439
"3391",1,7,36,270000,7,1,9,5,355020.965778439
"3392",1,7,63,5e+05,7,1,7,5,657446.232923035
"3393",2,7,57,110000,6,1,9,2,144638.171243068
"3394",2,7,33,327000,7,1,14,4,429969.836331665
"3395",1,7,63,2e+05,7,1,9,5,262978.493169214
"3396",2,7,46,3e+05,7,1,9,7,394467.739753821
"3397",2,7,50,3e+05,7,1,7,7,394467.739753821
"3398",1,7,48,270000,7,1,7,5,355020.965778439
"3399",2,7,27,270000,7,1,11,5,355020.965778439
"3400",1,7,34,380000,7,1,9,5,499659.137021507
"3401",1,7,38,2e+05,1,1,9,5,262978.493169214
"3402",1,7,66,270000,7,1,7,5,355020.965778439
"3403",2,7,53,270000,7,1,9,5,355020.965778439
"3404",1,7,30,6e+05,7,1,13,5,788935.479507642
"3405",2,7,32,120000,7,1,9,5,157787.095901528
"3406",1,7,49,2e+05,7,1,9,2,262978.493169214
"3407",2,7,62,25000,1,1,9,2,32872.3116461518
"3408",1,7,31,4e+05,7,1,9,5,525956.986338428
"3409",2,7,60,2e+05,7,1,7,5,262978.493169214
"3410",2,7,42,350000,7,1,9,5,460212.363046125
"3411",1,7,63,270000,1,1,6,5,355020.965778439
"3412",1,7,25,270000,7,1,9,5,355020.965778439
"3413",1,7,33,330000,7,1,12,5,433914.513729203
"3414",1,7,40,270000,7,1,9,5,355020.965778439
"3415",1,7,73,4e+05,7,1,6,3,525956.986338428
"3416",1,7,44,270000,7,1,7,5,355020.965778439
"3417",2,7,42,135000,7,1,7,5,177510.48288922
"3418",2,7,52,270000,7,1,9,5,355020.965778439
"3419",2,7,50,240000,7,1,9,5,315574.191803057
"3420",1,7,28,270000,7,1,9,5,355020.965778439
"3421",1,7,63,270000,7,1,7,5,355020.965778439
"3422",1,7,51,280000,7,1,11,5,368169.8904369
"3423",2,7,45,350000,7,1,9,5,460212.363046125
"3424",1,7,27,290000,7,1,13,5,381318.81509536
"3425",2,7,57,380000,7,1,7,5,499659.137021507
"3426",2,7,20,168000,7,1,9,5,220901.93426214
"3427",1,7,54,280000,2,1,7,2,368169.8904369
"3428",1,7,51,4e+05,7,1,9,2,525956.986338428
"3429",1,7,51,240000,7,1,7,5,315574.191803057
"3430",1,7,36,327000,1,1,9,3,429969.836331665
"3431",2,7,28,360000,7,1,13,7,473361.287704585
"3432",1,7,34,327000,7,1,9,3,429969.836331665
"3433",1,7,53,450000,7,1,9,5,591701.609630732
"3434",2,7,39,270000,7,1,7,5,355020.965778439
"3435",1,7,50,270000,7,1,7,5,355020.965778439
"3436",1,7,31,270000,7,1,7,5,355020.965778439
"3437",2,7,53,280000,7,1,7,5,368169.8904369
"3438",2,7,23,381237.006102589,7,1,13,5,501285.667026007
"3439",2,7,51,2e+05,7,1,7,5,262978.493169214
"3440",1,7,52,250000,7,1,7,2,328723.116461518
"3441",1,7,30,340014,7,1,14,5,447081.846882186
"3442",1,7,53,2e+05,7,1,7,5,262978.493169214
"3443",2,7,29,7e+05,7,1,15,5,920424.726092249
"3444",1,7,57,420000,1,1,9,5,552254.83565535
"3445",1,7,32,420000,7,1,9,5,552254.83565535
"3446",2,7,45,310000,7,1,9,4,407616.664412282
"3447",1,7,54,4e+05,7,1,9,5,525956.986338428
"3448",2,7,59,3e+05,1,1,7,5,394467.739753821
"3449",1,7,29,250000,7,1,9,2,328723.116461518
"3450",2,7,60,270000,7,1,7,5,355020.965778439
"3451",2,7,59,190000,7,1,7,5,249829.568510753
"3452",1,7,26,270000,7,1,14,5,355020.965778439
"3453",1,7,28,360000,7,1,7,5,473361.287704585
"3454",2,7,21,197000,7,1,14,5,259033.815771676
"3455",2,7,20,230000,7,1,14,5,302425.267144596
"3456",1,7,64,150000,7,1,9,5,197233.869876911
"3457",2,7,25,209000,7,1,9,5,274812.525361829
"3458",1,7,32,381867,1,1,9,3,502114.041255241
"3459",1,7,43,560000,7,1,9,5,736339.780873799
"3460",1,7,60,168000,1,1,7,5,220901.93426214
"3461",2,7,48,146000,1,1,7,5,191974.300013526
"3462",2,7,34,381237.006102589,7,1,12,5,501285.667026007
"3463",2,7,49,170000,7,1,7,2,223531.719193832
"3464",2,7,49,270000,1,1,7,5,355020.965778439
"3465",1,7,50,270000,7,1,9,5,355020.965778439
"3466",2,7,54,1e+05,7,1,7,7,131489.246584607
"3467",1,7,34,222000,7,1,7,3,291906.127417828
"3468",1,7,28,381237.006102589,7,1,12,5,501285.667026007
"3469",1,7,65,270000,7,1,7,5,355020.965778439
"3470",2,7,63,120000,7,1,6,7,157787.095901528
"3471",1,7,52,381237.006102589,7,1,12,5,501285.667026007
"3472",1,7,34,585000,7,1,9,5,769212.092519951
"3473",2,7,36,420000,7,1,9,5,552254.83565535
"3474",1,7,37,343000,7,1,14,5,451008.115785202
"3475",2,7,32,4e+05,2,1,9,5,525956.986338428
"3476",1,7,50,550000,7,1,7,1,723190.856215339
"3477",1,7,54,5e+05,1,1,9,5,657446.232923035
"3478",1,7,72,150000,7,1,6,2,197233.869876911
"3479",2,7,63,92000,7,1,10,5,120970.106857838
"3480",1,7,55,4e+05,7,1,11,2,525956.986338428
"3481",2,7,54,510000,7,1,11,5,670595.157581496
"3482",1,7,51,5e+05,7,1,15,5,657446.232923035
"3483",1,7,24,3e+05,7,1,9,5,394467.739753821
"3484",1,7,21,262000,7,1,11,5,344501.82605167
"3485",1,7,66,150000,7,1,7,2,197233.869876911
"3486",1,7,30,6e+05,7,1,9,5,788935.479507642
"3487",1,7,43,330000,7,1,11,5,433914.513729203
"3488",2,7,43,262000,7,1,11,4,344501.82605167
"3489",2,7,33,1500000,7,1,13,2,1972338.69876911
"3490",2,7,53,381237.006102589,7,1,7,7,501285.667026007
"3491",2,7,60,460825,7,1,9,3,605935.320573515
"3492",2,7,59,20000,7,1,7,5,26297.8493169214
"3493",1,7,28,270000,7,1,13,5,355020.965778439
"3494",1,7,45,120000,7,1,9,2,157787.095901528
"3495",2,7,43,12000,7,1,7,2,15778.7095901528
"3496",1,7,23,381237.006102589,7,1,7,5,501285.667026007
"3497",1,7,49,180000,7,1,7,5,236680.643852293
"3498",1,7,53,570000,7,1,7,5,749488.70553226
"3499",1,7,28,3e+05,7,1,9,5,394467.739753821
"3500",2,7,32,207000,7,1,13,5,272182.740430137
"3501",2,7,43,270000,2,1,7,5,355020.965778439
"3502",2,7,23,270000,7,1,9,5,355020.965778439
"3503",1,7,48,270000,7,1,7,5,355020.965778439
"3504",1,7,66,6e+05,7,1,7,2,788935.479507642
"3505",1,7,31,3e+05,7,1,7,2,394467.739753821
"3506",2,7,42,270000,7,1,9,5,355020.965778439
"3507",2,7,48,3e+05,7,1,11,5,394467.739753821
"3508",1,7,23,381237.006102589,7,1,7,5,501285.667026007
"3509",1,7,52,4e+05,7,1,7,2,525956.986338428
"3510",1,7,27,270000,7,1,15,5,355020.965778439
"3511",2,7,26,270000,7,1,9,5,355020.965778439
"3512",2,7,26,320000,7,1,9,5,420765.589070742
"3513",2,7,33,680000,7,1,15,5,894126.876775328
"3514",1,7,36,7e+05,7,1,9,5,920424.726092249
"3515",2,7,22,265000,7,1,11,5,348446.503449209
"3516",1,7,54,275000,7,1,7,2,361595.428107669
"3517",1,7,58,550000,7,1,9,2,723190.856215339
"3518",2,7,52,384776,7,1,13,5,505939.063438388
"3519",2,7,35,259000,7,1,13,5,340557.148654132
"3520",1,7,64,381237.006102589,1,1,7,2,501285.667026007
"3521",1,7,60,275000,7,1,7,5,361595.428107669
"3522",2,7,56,275000,7,1,7,5,361595.428107669
"3523",1,7,36,275000,7,1,9,5,361595.428107669
"3524",1,7,36,275000,9,1,11,2,361595.428107669
"3525",2,7,27,275000,9,1,11,2,361595.428107669
"3526",1,7,32,3e+05,7,1,9,5,394467.739753821
"3527",1,7,51,275000,7,1,7,5,361595.428107669
"3528",1,7,53,5e+05,7,1,7,2,657446.232923035
"3529",1,7,45,4e+05,7,1,9,2,525956.986338428
"3530",2,7,41,350000,7,1,9,5,460212.363046125
"3531",1,7,52,270000,7,1,9,5,355020.965778439
"3532",2,7,47,270000,7,1,7,5,355020.965778439
"3533",1,7,24,270000,7,1,11,5,355020.965778439
"3534",2,7,22,270000,7,1,9,5,355020.965778439
"3535",1,7,23,270000,7,1,9,5,355020.965778439
"3536",1,7,52,275000,7,1,7,2,361595.428107669
"3537",1,7,20,40000,7,1,9,5,52595.6986338428
"3538",2,7,44,260000,1,1,7,7,341872.041119978
"3539",1,7,42,275000,7,1,7,2,361595.428107669
"3540",1,7,61,270000,7,1,1,5,355020.965778439
"3541",1,7,50,275000,7,1,12,5,361595.428107669
"3542",2,7,48,275000,7,1,9,5,361595.428107669
"3543",1,7,48,8e+05,7,1,9,5,1051913.97267686
"3544",1,7,54,120000,7,1,9,2,157787.095901528
"3545",2,7,26,340000,7,1,12,5,447063.438387664
"3546",1,7,53,7e+05,2,1,9,5,920424.726092249
"3547",1,7,52,280000,2,1,7,5,368169.8904369
"3548",2,7,40,3e+05,7,1,7,7,394467.739753821
"3549",1,7,53,360000,7,1,7,5,473361.287704585
"3550",2,7,41,150000,7,1,9,7,197233.869876911
"3551",1,7,31,250000,6,1,9,5,328723.116461518
"3552",1,7,59,270000,2,1,7,5,355020.965778439
"3553",2,7,43,150000,7,1,9,5,197233.869876911
"3554",2,7,49,273000,2,1,7,5,358965.643175977
"3555",1,7,40,381237.006102589,7,1,7,5,501285.667026007
"3556",2,7,33,2e+05,7,1,9,5,262978.493169214
"3557",1,7,52,60000,7,1,9,5,78893.5479507642
"3558",2,7,35,381237.006102589,7,1,11,2,501285.667026007
"3559",1,7,40,3e+05,4,1,7,2,394467.739753821
"3560",2,7,58,381237.006102589,7,1,7,5,501285.667026007
"3561",1,7,62,350000,7,1,7,5,460212.363046125
"3562",1,7,27,381237.006102589,7,1,11,5,501285.667026007
"3563",1,7,17,381237.006102589,7,1,9,5,501285.667026007
"3564",1,7,58,2e+05,7,1,7,2,262978.493169214
"3565",2,7,31,270000,7,1,9,5,355020.965778439
"3566",1,7,45,320000,7,1,7,5,420765.589070742
"3567",2,7,51,270000,7,1,9,4,355020.965778439
"3568",2,7,54,360000,7,1,9,5,473361.287704585
"3569",2,7,26,380000,7,1,11,5,499659.137021507
"3570",2,7,19,190000,7,1,9,5,249829.568510753
"3571",1,7,22,250000,7,1,9,2,328723.116461518
"3572",1,7,22,270000,7,1,7,5,355020.965778439
"3573",2,7,30,381237.006102589,7,1,7,5,501285.667026007
"3574",1,7,33,350000,7,1,9,2,460212.363046125
"3575",2,7,25,380000,7,1,9,5,499659.137021507
"3576",1,7,36,4e+05,7,1,11,5,525956.986338428
"3577",2,7,23,381237.006102589,7,1,11,5,501285.667026007
"3578",1,7,62,270000,7,1,7,5,355020.965778439
"3579",1,7,47,265000,7,1,7,5,348446.503449209
"3580",2,7,24,310000,7,1,12,5,407616.664412282
"3581",2,7,41,273000,7,1,7,5,358965.643175977
"3582",1,7,40,290000,7,1,7,5,381318.81509536
"3583",2,7,37,270000,7,1,11,5,355020.965778439
"3584",1,7,19,270000,2,1,7,5,355020.965778439
"3585",2,7,37,4e+05,7,1,14,2,525956.986338428
"3586",1,7,39,450000,7,1,13,5,591701.609630732
"3587",1,7,55,8e+05,7,1,11,2,1051913.97267686
"3588",2,7,59,1100000,7,1,15,3,1446381.71243068
"3589",1,7,35,1300000,7,1,15,5,1709360.20559989
"3590",2,7,31,5e+05,7,1,15,5,657446.232923035
"3591",2,7,25,290000,7,1,11,5,381318.81509536
"3592",1,7,31,370000,7,1,11,5,486510.212363046
"3593",2,7,49,8e+05,7,1,15,3,1051913.97267686
"3594",2,7,64,4e+05,1,1,8,5,525956.986338428
"3595",1,7,79,6e+05,9,1,15,5,788935.479507642
"3596",1,7,46,450000,9,1,7,5,591701.609630732
"3597",1,7,25,3e+05,9,1,9,5,394467.739753821
"3598",2,7,25,2e+05,9,1,9,5,262978.493169214
"3599",2,7,53,480000,7,1,14,5,631148.383606114
"3600",1,7,43,332994,7,1,7,2,437851.301771946
"3601",1,7,60,216832,7,1,7,2,285110.763154335
"3602",2,7,60,2e+05,7,1,7,2,262978.493169214
"3603",2,7,36,276000,7,1,9,2,362910.320573515
"3604",2,7,41,275000,7,1,11,5,361595.428107669
"3605",1,7,58,361850,7,1,9,2,475793.838766401
"3606",2,7,50,3e+05,7,1,9,5,394467.739753821
"3607",1,7,21,4e+05,7,1,12,5,525956.986338428
"3608",2,7,40,381237.006102589,7,1,14,2,501285.667026007
"3609",1,7,39,270000,7,1,14,2,355020.965778439
"3610",1,7,38,1500000,7,1,13,5,1972338.69876911
"3611",2,7,28,670000,7,1,15,5,880977.952116867
"3612",1,7,49,1300000,7,1,17,3,1709360.20559989
"3613",2,7,44,450000,7,1,9,2,591701.609630732
"3614",1,7,60,270000,7,1,11,5,355020.965778439
"3615",2,7,60,270000,7,1,7,7,355020.965778439
"3616",2,7,46,4e+05,9,1,11,2,525956.986338428
"3617",1,7,48,260000,7,1,9,5,341872.041119978
"3618",2,7,49,270000,7,1,7,5,355020.965778439
"3619",2,7,29,3e+05,7,1,11,5,394467.739753821
"3620",1,7,29,3e+05,7,1,13,5,394467.739753821
"3621",2,7,26,3e+05,7,1,13,5,394467.739753821
"3622",1,7,32,2e+05,7,1,9,2,262978.493169214
"3623",1,7,52,3e+05,7,1,7,2,394467.739753821
"3624",2,7,42,275000,7,1,7,5,361595.428107669
"3625",2,7,23,275000,7,1,12,5,361595.428107669
"3626",1,7,52,520000,7,1,15,3,683744.082239957
"3627",1,7,41,5e+05,7,1,15,5,657446.232923035
"3628",2,7,45,7e+05,7,1,13,5,920424.726092249
"3629",1,7,54,270000,2,1,9,5,355020.965778439
"3630",2,7,51,270000,7,1,9,5,355020.965778439
"3631",1,7,53,420000,7,1,9,5,552254.83565535
"3632",2,7,50,3e+05,7,1,9,5,394467.739753821
"3633",2,7,20,360000,7,1,13,3,473361.287704585
"3634",1,7,43,9e+05,7,1,15,3,1183403.21926146
"3635",2,7,82,1500000,7,1,15,3,1972338.69876911
"3636",1,7,29,381237.006102589,7,1,15,5,501285.667026007
"3637",1,7,49,270000,7,1,11,5,355020.965778439
"3638",2,7,44,420000,7,1,11,5,552254.83565535
"3639",1,7,58,6e+05,7,1,9,5,788935.479507642
"3640",1,7,27,6e+05,5,1,14,5,788935.479507642
"3641",1,7,54,6e+05,7,1,11,5,788935.479507642
"3642",1,7,20,270000,7,1,11,5,355020.965778439
"3643",1,7,34,1700000,7,1,15,4,2235317.19193832
"3644",2,7,38,5e+05,7,1,15,4,657446.232923035
"3645",1,7,78,2200000,7,1,9,1,2892763.42486135
"3646",1,7,36,1700000,7,1,15,4,2235317.19193832
"3647",1,7,61,7e+05,7,1,17,5,920424.726092249
"3648",1,7,37,170000,7,1,14,5,223531.719193832
"3649",1,7,26,32000,7,1,14,5,42076.5589070742
"3650",2,7,44,270000,7,1,11,7,355020.965778439
"3651",2,7,21,381237.006102589,2,1,14,5,501285.667026007
"3652",2,7,59,330000,7,1,9,3,433914.513729203
"3653",2,7,27,350000,7,1,13,3,460212.363046125
"3654",2,7,44,270000,7,1,7,7,355020.965778439
"3655",1,7,43,1e+06,7,1,13,5,1314892.46584607
"3656",2,7,25,270000,7,1,14,5,355020.965778439
"3657",2,7,27,270000,7,1,15,5,355020.965778439
"3658",1,7,52,1e+06,7,1,99,5,1314892.46584607
"3659",1,7,42,6e+05,7,1,14,2,788935.479507642
"3660",2,7,42,7e+05,7,1,11,2,920424.726092249
"3661",1,7,20,4e+05,7,1,14,5,525956.986338428
"3662",2,7,68,1e+05,7,1,9,2,131489.246584607
"3663",1,7,39,5e+05,7,1,13,5,657446.232923035
"3664",2,7,56,1100000,7,1,15,3,1446381.71243068
"3665",1,7,25,381237.006102589,7,1,14,5,501285.667026007
"3666",1,7,38,7e+05,7,1,13,3,920424.726092249
"3667",1,7,36,325000,7,1,11,3,427340.051399973
"3668",1,7,45,270000,7,1,7,5,355020.965778439
"3669",2,7,40,270000,2,1,7,5,355020.965778439
"3670",1,7,25,350000,7,1,14,5,460212.363046125
"3671",1,7,40,770000,7,1,11,5,1012467.19870147
"3672",2,7,34,280000,7,1,13,5,368169.8904369
"3673",1,7,32,4e+05,7,1,15,5,525956.986338428
